slug,name_en,name_ar,aliases_ar,category,unit,shelf_life,role,purchase_step,keeps_days_at_20c,q10,origin,confidence,source_url,notes
mandarin,mandarin / clementine,كلمنتينا,يوسفي|كلمنتينة|مندلينا|منتلينا,produce,g,keeps_days,fruit,1000,7,2,market,high,https://www.alaraby.co.uk/gallery/%D9%83%D9%84%D9%85%D9%86%D8%AA%D9%8A%D9%86%D8%A7-%D8%BA%D8%B2%D8%A9-%D9%81%D8%A7%D9%83%D9%87%D8%A9-%D8%AA%D8%B7%D8%BA%D9%89-%D8%B9%D9%84%D9%89-%D8%A8%D9%82%D9%8A%D8%A9-%D8%A7%D9%84%D8%AD%D9%85%D8%B6%D9%8A%D8%A7%D8%AA,Winter citrus; clementine is the main citrus grown in Gaza (from mid-November).
grapefruit,grapefruit,جريب فروت,ليمون هندي|جريفون,produce,g,keeps_days,fruit,1000,14,2,market,medium,https://www.aljazeera.com/news/longform/2024/7/2/how-israel-destroyed-gazas-ability-to-feed-itself,
strawberry,strawberry,فراولة,فراوله|توت أرضي,produce,g,keeps_days,fruit,500,2,2.5,market,high,https://mondoweiss.net/2021/12/photo-essay-strawberry-season-in-the-gaza-strip/,Beit Lahia; season Dec to Apr.
dates_fresh,fresh dates (balah),بلح,بلح رطب|بلح حياني|رطب,produce,g,keeps_days,fruit,1000,4,2.5,market,high,https://ar.wikipedia.org/wiki/%D8%AF%D9%8A%D8%B1_%D8%A7%D9%84%D8%A8%D9%84%D8%AD,Local red Hayani dates from Deir al-Balah; late summer to autumn.
dates_dried,dates (dried),تمر,تمر مجهول,produce,g,stable,fruit,500,180,1.5,market,high,https://nakheelpal.com/en,Dried and semi-dry dates keep months. Date paste (agwa) is a sweets or pantry item.
fig,fig (fresh),تين,تين أخضر|تين بلدي,produce,g,keeps_days,fruit,500,2,2.5,market,medium,,Summer.
prickly_pear,prickly pear (cactus fruit),صبر,تين شوكي|صبر بلدي,produce,g,keeps_days,fruit,1000,4,2.5,market,high,https://www.noonpost.com/19275/,Summer (from July); grown in southern Gaza; sold on pavements and in markets.
watermelon,watermelon,بطيخ,بطيخة|بطيخ أحمر,produce,g,keeps_days,fruit,5000,10,2,market,high,https://www.alwatanvoice.com/arabic/news/2021/07/27/1425115.html,Whole fruit keeps about a week or more; cut is perishable. Usually sold whole by weight.
melon,melon,شمام,شمّام,produce,g,keeps_days,fruit,1000,5,2.5,market,medium,https://www.alwatanvoice.com/arabic/news/2021/07/27/1425115.html,Whole melons; a Gaza list prices them in multi-kilo lots (8 kg).
banana,banana,موز,موزة,produce,g,keeps_days,fruit,1000,4,2.5,market,high,https://www.motqdmon.com/2020/09/7.html,Priced per 3 kg in one Gaza list.
apple,apple,تفاح,تفاحة,produce,g,keeps_days,fruit,1000,14,2,market,high,https://www.motqdmon.com/2020/09/7.html,
pomegranate,pomegranate,رمان,رمانة,produce,g,keeps_days,fruit,1000,14,2,market,high,https://www.motqdmon.com/2020/09/7.html,Sour pomegranate is used as souring in Gazan dishes.
grapes,grapes,عنب,عنب بلدي,produce,g,keeps_days,fruit,1000,3,2.5,market,medium,https://www.alwatanvoice.com/arabic/news/2021/07/27/1425115.html,Summer.
avocado,avocado,أفوكادو,افوكادو,produce,g,keeps_days,fruit,1000,5,2.5,market,high,https://www.motqdmon.com/2020/09/7.html,
mango,mango,مانجا,مانجو|منجا,produce,g,keeps_days,fruit,1000,4,2.5,market,medium,https://gaza.goodforum.net/t20985-%D8%A3%D8%B3%D8%B9%D8%A7%D8%B1-%D8%A7%D9%84%D8%AE%D8%B6%D8%A7%D8%B1-%D9%88%D8%A7%D9%84%D9%81%D9%88%D8%A7%D9%83%D9%87-%D9%81%D9%8A-%D8%A3%D8%B3%D9%88%D8%A7%D9%82-%D8%BA%D8%B2%D8%A9-%D8%A7%D9%84%D8%B3%D8%A8%D8%AA-29-08-2026,"Summer; seen in Gaza price lists (2021, 2026); mostly imported."
apricot,apricot,مشمش,مشمش بلدي,produce,g,keeps_days,fruit,1000,3,2.5,market,medium,https://www.alwatanvoice.com/arabic/news/2021/07/27/1425115.html,Short early-summer season; per kg in a Gaza price list.
plum,plum,سانتروزا,سنطروزة|برقوق,produce,g,keeps_days,fruit,1000,4,2.5,market,medium,https://www.alwatanvoice.com/arabic/news/2021/07/27/1425115.html,Gaza price lists name plums santa rosa (سنطروزة/سانتروزا); خوخ there means peach.
loquat,loquat,أسكدنيا,إسكدنيا|اكدنيا|أكي دنيا,produce,g,keeps_days,fruit,500,3,2.5,market,medium,https://www.alquds.com/ar/posts/235271,Spring; priced per kg in Gaza news reports.
green_almonds,green almonds,لوز أخضر,لوز اخضر,produce,g,keeps_days,fruit,500,5,2.5,market,medium,https://www.wafa.ps/Videos/Details/3712,"Short spring season (about 8 weeks from late March); sold by street vendors in Gaza, eaten with salt."
