slug,name_en,name_ar,aliases_ar,category,unit,shelf_life,role,purchase_step,keeps_days_at_20c,q10,origin,confidence,source_url,notes
grilled_chicken_whole,whole grilled chicken (shop-roasted),دجاج مشوي,فروج مشوي|جاج مشوي|دجاجة مشوية|فروج على الفحم,ready_to_eat,piece,perishable,poultry,1,0.3,3.5,market,medium,,"Charcoal or rotisserie chicken, usually sold whole or half with bread and salad. Not the frozen grilled chicken item. Eat the same day unrefrigerated. No Gaza price found."
broasted_chicken,broasted (fried) chicken meal,بروستد,دجاج بروستد|بروست|وجبة بروستد,ready_to_eat,piece,perishable,ready_meal,1,0.3,3.5,market,low,,Pressure-fried chicken pieces with fries; sold as a meal in fast-food shops. No Gaza price found.
takiyya_meal,community kitchen (takiyya) meal,وجبة تكية,أكل التكية|طبخة التكية|وجبة مطبخ خيري|وجبة ساخنة,ready_to_eat,piece,perishable,ready_meal,1,0.3,3,aid,high,https://t.me/asarsook/2149,"A free cooked portion (often rice, lentils, pasta or bean stew) from community or charity kitchens (takiyya) and central kitchens (World Central Kitchen, Saudi-backed kitchen in Khan Younis, 25,000 meals a day: https://t.me/asarsook/1665). Thousands of families rely on it; supply stops when trucks are blocked. Unit = one portion per person."
hummus_tub,"hummus, fresh deli tub",حمص جاهز علبة,حمص معلب طازج|علبة حمص|سلطة حمص,ready_to_eat,g,perishable,ready_meal,400,1,3,market,low,https://world.openfoodfacts.org/product/0260500061431,"Factory-made fresh hummus sold chilled (e.g. Israeli brands such as Ahla, Tzabar). Different from canned hummus. Without a fridge it keeps about a day once out of the chiller. Presence in Gaza now is uncertain."
knafeh,knafeh,كنافة,كنافة نابلسية|كنافة ناعمة|كنافة خشنة|كنافة بالجبنة,ready_to_eat,g,perishable,sweets,250,1,3,market,medium,https://en.wikipedia.org/wiki/Knafeh,Sold hot by weight or by the plate at sweet shops. Cheese filling limits unrefrigerated keeping to about a day.
basbousa,basbousa (hareeseh),بسبوسة,هريسة|نمورة|هريسة بالقشطة,ready_to_eat,g,keeps_days,sweets,250,4,1.8,market,medium,https://en.wikipedia.org/wiki/Basbousa,Semolina cake in syrup; in Palestine usually called هريسة. Plain kind keeps several days; with cream (قشطة) it spoils in a day.
qatayef,qatayef,قطايف,قطائف|قطايف بالجوز|قطايف بالجبنة|قطايف عصافيري,ready_to_eat,g,perishable,sweets,500,1,2.5,market,medium,https://en.wikipedia.org/wiki/Qatayef,"Mostly bought raw by the kilo in Ramadan, then filled and fried or baked at home; also sold ready. Raw pancakes dry out within a day."
awameh,awameh (syrup dumplings),عوامة,لقيمات|زلابية|لقمة القاضي,ready_to_eat,g,keeps_days,sweets,250,3,1.5,market,medium,https://en.wikipedia.org/wiki/Luqaimat,Fried dough balls in syrup sold by weight; popular in Ramadan and winter.
mushabbak,mushabbak (syrup lattice sweet),مشبك,مشبّك|زلابية مشبك,ready_to_eat,g,keeps_days,sweets,250,5,1.5,market,low,https://en.wikipedia.org/wiki/Jalebi,Fried lattice of dough soaked in syrup; sold by weight at sweet shops.
baklava,baklava and Arab filo sweets,بقلاوة,حلو عربي|بقلاوة مشكلة|أصابع|برمة|عش البلبل,ready_to_eat,g,keeps_days,sweets,250,14,1.5,market,medium,https://en.wikipedia.org/wiki/Baklava,"Filo, nut and syrup sweets sold by weight or by the tray. Dry and syrupy, so it keeps about two weeks."
maamoul,maamoul (date or nut filled cookies),معمول,كعك العيد|كعك بعجوة|معمول بالتمر|معمول بالجوز,ready_to_eat,g,stable,sweets,500,30,1.3,market,medium,https://en.wikipedia.org/wiki/Ma%27amoul,Semolina cookies with dates or nuts. Bought by weight from bakeries and sweet shops before the Eids. Not the sesame ka'ak bread ring (kaak_sesame).
high_energy_biscuits,high-energy biscuits (aid),بسكويت عالي الطاقة,بسكويت مدعم|بسكويت الوكالة|بسكويت الإغاثة,ready_to_eat,piece,stable,snack,1,365,1.3,aid,medium,,"WFP-type fortified biscuits handed out as ready-to-eat emergency food when cooking is impossible. Unit = one packet. Pack size not confirmed from a source, so no product rows."
fortified_date_bars,fortified date bars (aid),ألواح تمر مدعمة,قطع تمر|معجون تمر مدعم|ألواح التمر,ready_to_eat,piece,stable,snack,1,180,1.3,aid,medium,,"Fortified date bars in WFP ready-to-eat rations for Gaza. Unit = one bar. Pack size not confirmed from a source, so no product rows."
