slug,name_en,name_ar,aliases_ar,category,unit,shelf_life,role,purchase_step,keeps_days_at_20c,q10,origin,confidence,source_url,notes
gaza_dukkah,"Gaza dukkah (toasted wheat, dill seed and chili blend)",دقة غزاوية,دقة|دُقّة|دقة بنية|دقة قمح,oils_spreads_spices,g,stable,spice,125,180,1.5,market,high,https://alsaeedforherbandspice.com/products/dukkah,Gaza's everyday bread-dip blend (eaten with olive oil); The Gaza Kitchen describes it with dill seed and chili. Toasted wheat can go stale/rancid faster than pure spices.
dill_seed,dill seed,بذور شبت,حب الشبت|عين جرادة|بذر الجرادة|شبت حب,oils_spreads_spices,g,stable,spice,125,365,1.3,market,high,https://alsaeedforherbandspice.com/products/dill-seeds,"Characteristic Gaza spice (dagga, dukkah, fish). Gazans call fresh dill jarada."
cardamom,cardamom,هيل,حب هان|حبهان|هال|هيل مطحون,oils_spreads_spices,g,stable,spice,65,365,1.3,market,high,https://alsaeedforherbandspice.com/products/green-cardamom,Mostly for coffee; sold in 65 g (quarter waqiya) steps because it is expensive.
anise,aniseed,يانسون,ينسون|يانسون حب|يانسون مطحون,oils_spreads_spices,g,stable,spice,125,365,1.3,market,high,https://alsaeedforherbandspice.com/products/anise-seeds,Tea and ka'ak/ma'amoul.
cinnamon,cinnamon,قرفة,قرفة عود|قرفة ناعمة|قرفة مطحونة|دارسين,oils_spreads_spices,g,stable,spice,125,365,1.3,market,high,https://alsaeedforherbandspice.com/products/ground-cinnamon,
citric_acid,citric acid (lemon salt),ملح ليمون,حامض الليمون|ليمون ملح|ملح الليمون,oils_spreads_spices,g,stable,spice,100,730,1.1,market,high,https://www.palbazaar.com/index.php?route=product/product&product_id=180165,Cheap lemon substitute when lemons are scarce.
allspice,allspice (bhar helou),بهار حلو,بهار سادة|بهار|بهار انجليزي,oils_spreads_spices,g,stable,spice,125,365,1.3,market,medium,https://www.palbazaar.com/index.php?route=product/product&product_id=180101,In Palestine plain 'bhar' usually means allspice.
coriander_dry,dried coriander (seed or ground),كزبرة ناشفة,كزبرة حب|كزبرة مطحونة|كزبرة يابسة,oils_spreads_spices,g,stable,spice,125,365,1.3,market,high,https://alsaeedforherbandspice.com/products/ground-coriander,
caraway,caraway,كراوية,كراويا|كراوية مطحونة,oils_spreads_spices,g,stable,spice,125,365,1.3,market,medium,https://alsaeedforherbandspice.com/products/ground-caraway-seeds,Used in meghli (caraway rice pudding) for births.
cloves,cloves,قرنفل,زر قرنفل|قرنفل ناعم|مسمار,oils_spreads_spices,g,stable,spice,65,365,1.3,market,medium,https://alsaeedforherbandspice.com/products/cloves-flower,
nutmeg,nutmeg,جوزة الطيب,جوزة طيب|جوز الطيب,oils_spreads_spices,g,stable,spice,65,730,1.2,market,medium,https://alsaeedforherbandspice.com/products/nutmeg,
ginger_ground,ground ginger,زنجبيل مطحون,زنجبيل ناشف|زنجبيل,oils_spreads_spices,g,stable,spice,125,365,1.3,market,medium,https://alsaeedforherbandspice.com/products/dried-ginger,
paprika,paprika,بابريكا,فلفل أحمر حلو|شطة حلوة|بابريكا حارة,oils_spreads_spices,g,stable,spice,125,365,1.3,market,medium,https://alsaeedforherbandspice.com/products/sweet-paprika,
curry_powder,curry powder,كاري,بهار كاري|كاري حلو|كاري حار,oils_spreads_spices,g,stable,spice,125,365,1.3,market,medium,https://www.palbazaar.com/index.php?route=product/product&product_id=180108,
black_seed,nigella (black seed),حبة البركة,قزحة|حبة سوداء|حبة البركة المطحونة,oils_spreads_spices,g,stable,spice,125,365,1.3,market,medium,https://alsaeedforherbandspice.com/products/black-seeds,Called qizha; also ground into qizha paste.
maqluba_spice,maqluba spice mix,بهار مقلوبة,بهارات مقلوبة|بهار المقلوبة,oils_spreads_spices,g,stable,spice,125,365,1.3,market,high,https://alsaeedforherbandspice.com/products/maqluba-seasoning,
kabsa_spice,kabsa / rice spice mix,بهار كبسة,بهارات كبسة|بهار أرز|بهار رز|بهار مندي,oils_spreads_spices,g,stable,spice,125,365,1.3,market,high,https://alsaeedforherbandspice.com/products/kabsa-spice,
chicken_spice,chicken spice mix,بهار دجاج,بهارات دجاج|بهار مشاوي|بهار مسخن,oils_spreads_spices,g,stable,spice,125,365,1.3,market,medium,https://www.palbazaar.com/index.php?route=product/product&product_id=180103,
fish_spice,fish spice mix,بهار سمك,بهارات سمك|بهار صيادية,oils_spreads_spices,g,stable,spice,125,365,1.3,market,medium,https://www.palbazaar.com/index.php?route=product/product&product_id=180107,"Gaza is a fishing city; blends usually contain cumin, coriander, dill seed and chili."
shawarma_spice,shawarma spice mix,بهار شاورما,بهارات شاورما|بهار شاورما دجاج,oils_spreads_spices,g,stable,spice,125,365,1.3,market,medium,https://www.palbazaar.com/index.php?route=product/product&product_id=180147,
