slug,name_en,name_ar,aliases_ar,category,unit,shelf_life,role,purchase_step,keeps_days_at_20c,q10,origin,confidence,source_url,notes
halloumi,halloumi cheese,جبنة حلوم,حلوم|حلومي|جبنة حلومي,dairy_eggs,g,keeps_days,dairy,250,5,3,market,medium,https://dokan.ps/product-category/super-market/dairy-products-milk-and-cheeses/and-cheeses/page/2/,Vacuum-packed brined cheese that can be grilled or fried. Keeps a few days unrefrigerated while sealed.
feta_cheese,Egyptian-style white cheese / feta,جبنة فيتا,جبنة اسطنبولي|جبنة تلاجة|جبنة دمياطي|جبنة بيضاء مصرية|جبنة براميلي,dairy_eggs,g,keeps_days,dairy,250,30,2.5,market,low,https://www.carrefouregypt.com/mafegy/en/search?keyword=domty,"Egyptian brands (Domty, Obour Land, Dina Farms) and Danish feta. Tetra-pak or tin packs keep for weeks while sealed. Plastic tubs need cooling. The shelf-life figure is an estimate."
sweet_cheese,unsalted sweet cheese (for knafeh),جبنة حلوة,جبنة كنافة|جبنة بيضاء حلوة|جبنة غير مملحة,dairy_eggs,g,perishable,dairy,250,1,3.5,market,medium,https://www.al-jebrini.com/products/15,Unsalted fresh cheese used for knafeh and sweets. Spoils within a day without cooling.
processed_cheese_triangles,processed cheese triangles / portions,جبنة مثلثات,جبنة مربعات|جبنة بقرة|جبنة كيري|جبنة ابو الولد,dairy_eggs,piece,keeps_days,dairy,8,30,2,both,high,https://www.palbazaar.com/%D8%A7%D9%84%D8%A8%D8%A7%D9%86-%D8%A8%D9%8A%D8%B6,"Foil-wrapped portions of about 15 to 20 g each. They tolerate room temperature for weeks, so they suit households without refrigeration."
processed_cheese_slices,processed cheese slices,شرائح جبنة,جبنة شرائح|جبنة توست|جبنة شيدر شرائح,dairy_eggs,g,keeps_days,dairy,150,7,2.5,market,medium,https://www.palbazaar.com/%D8%A7%D9%84%D8%A8%D8%A7%D9%86-%D8%A8%D9%8A%D8%B6,Individually wrapped processed slices. Better kept cool.
cheese_spread,processed cheese spread (jar),جبنة دهن,جبنة قابلة للدهن|جبنة مطبوخة|جبنة بوك دهن,dairy_eggs,g,stable,dairy,240,180,1.8,market,high,https://dokan.ps/product-category/super-market/dairy-products-milk-and-cheeses/and-cheeses/,Glass jars of processed cream-cheese spread. Stable while sealed.
cream_cheese,cream cheese (tub),جبنة كريمية,جبنة كريم|فيلادلفيا|جبنة دهن طرية,dairy_eggs,g,perishable,dairy,200,1,3.5,market,medium,https://dokan.ps/product-category/super-market/dairy-products-milk-and-cheeses/and-cheeses/page/3/,Soft fresh cream cheese in tubs. Needs cooling.
yellow_cheese,yellow cheese (gouda/edam/kashkaval),جبنة صفراء,قشقوان|كشكوان|جبنة هولندية|جبنة رومي|جبنة جودا|جبنة ايدام,dairy_eggs,g,keeps_days,dairy,200,5,3,market,high,https://www.al-jebrini.com/products/17,Semi-hard sliced or block cheese. Keeps a few days at 20C when whole.
mozzarella,mozzarella (block or shredded),جبنة موزاريلا,موزريلا|جبنة بيتزا|جبنة مبشورة|جبنة مبروشة,dairy_eggs,g,perishable,dairy,200,1,3,market,high,https://www.palbazaar.com/%D8%A7%D9%84%D8%A8%D8%A7%D9%86-%D8%A8%D9%8A%D8%B6,Mozzarella and pizza-topping cheese. Needs cooling.
cottage_cheese,cottage cheese,جبنة كوتج,كوتج|جبنة قريش,dairy_eggs,g,perishable,dairy,250,1,3.5,market,medium,https://dokan.ps/product-category/super-market/dairy-products-milk-and-cheeses/and-cheeses/page/3/,Fresh curd cheese. Very short life without cooling.
sour_cream,sour cream (shamenet),شمينت,شمنت|قشطة حامضة|كريمة حامضة,dairy_eggs,g,perishable,dairy,100,1,3.5,market,high,https://www.al-jebrini.com/products/18,Small tubs of sour cream (shamenet).
canned_cream,canned cream (qishta tin),قشطة معلبة,قشطة|قشطة علب|قشطة بوك|قشطة نستله,dairy_eggs,g,stable,dairy,170,365,1.3,market,high,https://www.palbazaar.com/%D8%A7%D9%84%D8%A8%D8%A7%D9%86-%D8%A8%D9%8A%D8%B6,Small sealed tins of about 155 to 170 g. Stable until opened. Some are vegetable-fat imitations.
cooking_cream,cooking cream (UHT),كريمة طبخ,كريمة طبيخ|كريما طبخ,dairy_eggs,ml,stable,dairy,200,120,1.5,market,high,https://www.palbazaar.com/%D8%A7%D9%84%D8%A8%D8%A7%D9%86-%D8%A8%D9%8A%D8%B6,UHT cartons that keep while sealed.
whipping_cream,whipping / dessert cream (UHT),كريمة حلويات,كريمة خفق|كريمة شانتيه|كريمة حلو,dairy_eggs,ml,stable,dairy,200,120,1.5,market,medium,https://dokan.ps/product-category/super-market/dairy-products-milk-and-cheeses/and-cheeses/page/2/,UHT whipping cream for desserts. Stable while sealed.
butter,butter,زبدة,زبده|زبدة حيوانية|زبدة طبيعية,dairy_eggs,g,keeps_days,fat,100,7,2.5,market,high,https://www.carrefouregypt.com/mafegy/en/search?keyword=butter,Block butter. At 20C it softens but keeps about a week. Some Egyptian 'blended' butters mix in vegetable fat.
dairy_pudding,dairy pudding / dessert cup,بودينغ,بودنغ|بودينج|مهلبية جاهزة|ميلكي,dairy_eggs,g,perishable,sweets,110,1,3,market,high,https://www.palbazaar.com/%D8%A7%D9%84%D8%A8%D8%A7%D9%86-%D8%A8%D9%8A%D8%B6,"Chilled pudding cups (chocolate, vanilla, caramel). Need cooling."
