slug,name_en,name_ar,aliases_ar,category,unit,shelf_life,role,purchase_step,keeps_days_at_20c,q10,origin,confidence,source_url,notes
canned_white_beans,canned white beans,فاصوليا بيضاء معلبة,فاصولياء بيضاء|فاصوليا حب معلبة,pulses_canned,g,stable,pulse,400,730,1.3,both,high,https://www.wfp.org/news/wfp-reaches-families-most-risk-food-assistance-post-ceasefire-scale-gathers-pace,Plain boiled white beans in brine. Aid parcels often carry canned beans.
canned_beans_tomato,"beans in tomato sauce, canned",فاصوليا بالصلصة معلبة,فاصوليا مطبوخة|فاصوليا بالطماطم|فاصوليا بالبندورة,pulses_canned,g,stable,ready_meal,400,730,1.3,both,medium,https://www.wfp.org/news/wfp-reaches-families-most-risk-food-assistance-post-ceasefire-scale-gathers-pace,Baked-bean style white beans in tomato sauce; can be eaten without cooking.
canned_red_kidney_beans,canned red kidney beans,فاصوليا حمراء معلبة,فاصولياء حمراء|فاصوليا حمرا,pulses_canned,g,stable,pulse,400,730,1.3,market,medium,https://altaqwamarket-marka.com/product/272630,
canned_peas,canned green peas,بازيلاء معلبة,بازيلا|بسلة معلبة|بازيلا خضرا,pulses_canned,g,stable,veg_fruit,400,730,1.3,market,high,https://www.palbazaar.com/%D9%85%D8%B9%D9%84%D8%A8%D8%A7%D8%AA,
canned_peas_carrots,canned peas and carrots,بازيلاء وجزر معلبة,بازيلا وجزر|بسلة بالجزر,pulses_canned,g,stable,veg_fruit,550,730,1.3,market,high,https://www.palbazaar.com/%D9%85%D8%B9%D9%84%D8%A8%D8%A7%D8%AA,Used for bazella stew with rice when fresh vegetables are missing.
canned_sweet_corn,canned sweet corn,ذرة حلوة معلبة,ذرة|درة|ذرة صفراء|حب ذرة معلب,pulses_canned,g,stable,veg_fruit,340,730,1.3,market,high,https://t.me/s/asarsook?after=864,Gaza market price about 4 NIS a can (Oct 2025).
canned_mushrooms,canned mushrooms,فطر معلب,مشروم|فطر مقطع|فطر حب|عيش الغراب,pulses_canned,g,stable,veg_fruit,400,730,1.3,market,high,https://www.palbazaar.com/%D9%85%D8%B9%D9%84%D8%A8%D8%A7%D8%AA,
canned_tomatoes,canned tomatoes (whole or chopped),طماطم معلبة,بندورة معلبة|طماطم مقشرة|طماطم مقطعة,pulses_canned,g,stable,veg_fruit,400,730,1.3,market,medium,https://altaqwamarket-marka.com/product/298134,Imported whole or chopped tomatoes. Most Gaza households use tomato paste (existing tomato_paste item) instead.
canned_beetroot,canned beetroot,شمندر معلب,شمندر|بنجر|شمندر شرائح,pulses_canned,g,stable,veg_root,425,730,1.3,market,low,https://altaqwamarket-marka.com/product/271933,Seen in Jordanian shops; availability in Gaza not confirmed.
canned_tuna,canned tuna,تونا معلبة,تونة|تونا|علبة تونا|تونة قطع|تونة مفتتة,pulses_canned,g,stable,canned_protein,160,1095,1.3,both,high,https://t.me/s/asarsook?after=864,"In oil, in water or with chilli; chunks, flakes or shredded. Aid parcels have included canned tuna (often 2 cans per parcel). Gaza market price 2 to 4 NIS for a can of tuna or sardines (Oct 2025)."
canned_tuna_mix,"tuna salad mixes, canned",سلطة تونا معلبة,تونا بالذرة|سلاتونا|تونا مع خضار|تونا بالفاصوليا,pulses_canned,g,stable,canned_protein,160,1095,1.3,market,medium,https://www.palbazaar.com/%D9%85%D8%B9%D9%84%D8%A8%D8%A7%D8%AA,"Tuna pre-mixed with corn, beans, vegetables or sauces. Ready to eat."
canned_sardines,canned sardines and mackerel,سردين معلب,سردين|ماكريل|سمك مكريل|علبة سردين,pulses_canned,g,stable,canned_protein,125,1095,1.3,both,high,https://www.ochaopt.org/content/revised-food-baskets-aim-improve-nutrition-among-food-insecure-refugees-gaza,Includes 'mackerel sardine'. UNRWA has given extra canned sardines to the poorest families.
canned_luncheon_beef,"beef luncheon meat, canned",لانشون بقري,لانشون|مرتديلا|لحمة لانشون|لانشون لحم,pulses_canned,g,stable,canned_protein,200,1095,1.4,market,high,https://t.me/s/asarsook?after=864,"Sealed cans keep without refrigeration; once opened, eat the same day. Gaza market price about 10 NIS (Oct 2025). Al-Madaen (المدائن) luncheon is named in Gaza price lists, but no pack size was given."
canned_luncheon_chicken,"chicken luncheon meat, canned",لانشون دجاج,لانشون فراخ|مرتديلا دجاج|لانشون جاج,pulses_canned,g,stable,canned_protein,200,1095,1.4,market,high,https://www.palbazaar.com/%D9%85%D8%B9%D9%84%D8%A8%D8%A7%D8%AA,
canned_luncheon_turkey,"turkey luncheon meat, canned",لانشون حبش,لانشون ديك رومي|مرتديلا حبش,pulses_canned,g,stable,canned_protein,800,1095,1.4,market,medium,https://www.palbazaar.com/%D9%85%D8%B9%D9%84%D8%A8%D8%A7%D8%AA,Siniora sells a large 800 g can.
canned_corned_beef,canned beef (corned beef),لحمة معلبة,لحمة اكسترا|لحم بقري معلب|كورند بيف|بولوبيف|بيفي,pulses_canned,g,stable,canned_protein,200,1095,1.4,both,medium,https://www.ochaopt.org/content/revised-food-baskets-aim-improve-nutrition-among-food-insecure-refugees-gaza,UNRWA parcels used to include canned meat and corned beef; it was later dropped from UNRWA baskets. Branded cans are sold in markets.
canned_sausages,canned sausages (hot dogs),نقانق معلبة,هوت دوغ|سجق معلب|نقانق,pulses_canned,g,stable,canned_protein,400,730,1.4,market,medium,https://altaqwamarket-marka.com/product/274617,Shelf-stable sausages in cans or jars. Check the label: some chilled sausages look similar but need a fridge.
canned_pineapple,canned pineapple,أناناس معلب,اناناس|شرائح اناناس,pulses_canned,g,stable,fruit,565,730,1.3,market,high,https://www.palbazaar.com/%D9%85%D8%B9%D9%84%D8%A8%D8%A7%D8%AA,
canned_fruit_cocktail,canned fruit cocktail,كوكتيل فواكه معلب,سلطة فواكه|فواكه مشكلة معلبة,pulses_canned,g,stable,fruit,410,730,1.3,market,high,https://www.palbazaar.com/%D9%85%D8%B9%D9%84%D8%A8%D8%A7%D8%AA,
green_olives,green olives,زيتون أخضر,زيتون|زيتون رصيع|زيتون مكبوس|زيتون أخضر مشرح,pulses_canned,g,stable,condiment,250,365,1.5,market,high,https://www.palbazaar.com/%D9%85%D8%B9%D9%84%D8%A8%D8%A7%D8%AA,Local olives are cured at home or bought loose by weight. Jarred brands are also sold. Olives kept in brine or oil last months without a fridge.
black_olives,black olives,زيتون أسود,زيتون اسود|زيتون أسود مشرح,pulses_canned,g,stable,condiment,250,365,1.5,market,high,https://www.palbazaar.com/%D9%85%D8%B9%D9%84%D8%A8%D8%A7%D8%AA,Mostly sold sliced in jars or cans.
pickled_cucumber,pickled cucumbers,مخلل خيار,خيار مخلل|مخلل|كبيس خيار,pulses_canned,g,stable,condiment,500,365,1.5,market,high,https://www.palbazaar.com/%D9%85%D8%B9%D9%84%D8%A8%D8%A7%D8%AA,"Jars are graded by count per jar (7-9, 18-25, 30-36). Pickles are also sold loose by the uqiya in Gaza."
pickled_aubergine,pickled aubergine,مخلل باذنجان,باذنجان مخلل|كبيس باذنجان,pulses_canned,g,stable,condiment,540,365,1.5,market,high,https://www.palbazaar.com/%D9%85%D8%B9%D9%84%D8%A8%D8%A7%D8%AA,Baby aubergine pickled in brine (not makdous in oil).
pickled_peppers,pickled peppers,مخلل فلفل,فلفل مخلل|قرن فلفل مخلل|فلفل حار مخلل,pulses_canned,g,stable,condiment,540,365,1.5,market,high,https://www.palbazaar.com/%D9%85%D8%B9%D9%84%D8%A8%D8%A7%D8%AA,
mixed_pickles,mixed pickles,مخلل مشكل,كبيس|طرشي|مخللات مشكلة|مخلل مشكل,pulses_canned,g,keeps_days,condiment,250,90,1.8,market,high,https://t.me/s/asarsook?after=864,"Sold loose by weight in Gaza markets (price quoted per uqiya), and in large tubs. Keeps while the vegetables stay under brine."
pickled_mango,pickled mango (amba),مخلل مانجا,عمبة|أمبة|مانجا مخللة,pulses_canned,g,stable,condiment,400,365,1.5,market,low,https://altaqwamarket-marka.com/product/389770,Seen in Jordanian shops; availability in Gaza not confirmed.
vine_leaves_jarred,vine leaves in brine,ورق عنب مخلل,ورق دوالي|ورق عنب,pulses_canned,g,stable,veg_leaf,500,365,1.5,market,medium,https://altaqwamarket-marka.com/product/274884,Brined grape leaves in jars for making warak enab.
canned_stuffed_vine_leaves,"stuffed vine leaves, canned",ورق عنب محشي معلب,يالنجي|دوالي محشي|ورق عنب محشي,pulses_canned,g,stable,ready_meal,400,730,1.3,market,medium,https://altaqwamarket-marka.com/product/275006,Rice-stuffed vine leaves in cans; ready to eat.
